timestamp,no2,station
2019-02-16 21:00:00+00:00,62,RODE
2019-02-17 00:00:00+00:00,50,RODE
2019-02-17 00:00:00+00:00,60,CHOR
2019-02-17 00:00:00+00:00,60,VKTU
2019-02-17 00:00:00+00:00,67,VKCL
2019-02-17 01:00:00+00:00,47,RODE
2019-02-17 01:00:00+00:00,56,CHOR
2019-02-17 01:00:00+00:00,56,VKTU
2019-02-17 01:00:00+00:00,55,VKCL
2019-02-17 02:00:00+00:00,46,RODE
2019-02-17 02:00:00+00:00,55,CHOR
2019-02-17 02:00:00+00:00,53,VKTU
2019-02-17 02:00:00+00:00,53,VKCL
2019-02-17 03:00:00+00:00,53,VKTU
2019-02-17 03:00:00+00:00,55,VKCL
2019-02-17 03:00:00+00:00,46,RODE
2019-02-17 03:00:00+00:00,51,CHOR
2019-02-17 04:00:00+00:00,48,RODE
2019-02-17 04:00:00+00:00,50,CHOR
2019-02-17 04:00:00+00:00,53,VKTU
2019-02-17 04:00:00+00:00,51,VKCL
2019-02-17 05:00:00+00:00,52,VKTU
2019-02-17 05:00:00+00:00,48,VKCL
2019-02-17 05:00:00+00:00,47,RODE
2019-02-17 05:00:00+00:00,47,CHOR
2019-02-17 06:00:00+00:00,48,RODE
2019-02-17 06:00:00+00:00,48,CHOR
2019-02-17 06:00:00+00:00,51,VKTU
2019-02-17 06:00:00+00:00,49,VKCL
2019-02-17 07:00:00+00:00,48,VKTU
2019-02-17 07:00:00+00:00,51,VKCL
2019-02-17 07:00:00+00:00,40,RODE
2019-02-17 07:00:00+00:00,43,CHOR
2019-02-17 08:00:00+00:00,32,RODE
2019-02-17 08:00:00+00:00,38,CHOR
2019-02-17 08:00:00+00:00,41,VKTU
2019-02-17 08:00:00+00:00,42,VKCL
2019-02-17 09:00:00+00:00,41,VKTU
2019-02-17 09:00:00+00:00,43,VKCL
2019-02-17 09:00:00+00:00,28,RODE
2019-02-17 10:00:00+00:00,32,VKCL
2019-02-17 10:00:00+00:00,26,RODE
2019-02-17 10:00:00+00:00,36,VKTU
2019-02-17 10:00:00+00:00,28,CHOR
2019-02-17 11:00:00+00:00,32,VKTU
2019-02-17 11:00:00+00:00,24,CHOR
2019-02-17 11:00:00+00:00,29,VKCL
2019-02-17 11:00:00+00:00,25,RODE
2019-02-17 12:00:00+00:00,34,VKCL
2019-02-17 12:00:00+00:00,17,RODE
2019-02-17 12:00:00+00:00,29,VKTU
2019-02-17 12:00:00+00:00,20,CHOR
2019-02-17 13:00:00+00:00,32,VKTU
2019-02-17 13:00:00+00:00,18,CHOR
2019-02-17 13:00:00+00:00,16,RODE
2019-02-17 14:00:00+00:00,19,CHOR
2019-02-17 14:00:00+00:00,19,RODE
2019-02-17 14:00:00+00:00,38,VKTU
2019-02-17 14:00:00+00:00,48,VKCL
2019-02-17 15:00:00+00:00,36,VKTU
2019-02-17 15:00:00+00:00,32,VKCL
2019-02-17 15:00:00+00:00,26,CHOR
